Infotrol,
16:22:10,viernes, 22 de enero de 2021,

,,,%Anode d1-5%,,,

,VP,VP,VP,                    ,VP,VP
,00108 RSSI          ,00108 Inc_m         ,00108 Inc_max       ,                    ,00108 Num_Pkt       ,00108 Ianode        
22/01 15:22:15,-30,0,0,                    ,220,-36.3
22/01 15:22:16,-30,0,0,                    ,220,-36.3
22/01 15:22:17,-30,0,0,                    ,220,-36.3
22/01 15:22:18,-30,0,0,                    ,220,-36.3
22/01 15:22:19,-30,0,0,                    ,220,-36.3
22/01 15:22:20,-30,0,0,                    ,220,-36.3
22/01 15:22:21,-30,0,0,                    ,220,-36.3
22/01 15:22:22,-30,0,0,                    ,222,-36.3
22/01 15:22:23,-30,0,0,                    ,222,-36.3
22/01 15:22:24,-30,0,0,                    ,223,-36.3
22/01 15:22:25,-30,0,0,                    ,223,-36.3
22/01 15:22:26,-30,0,0,                    ,223,-36.3
22/01 15:22:27,-30,0,0,                    ,223,-36.3
22/01 15:22:28,-30,0,0,                    ,223,-36.3
22/01 15:22:29,-28,0,0,                    ,225,-36.3
22/01 15:22:30,-28,0,0,                    ,225,-33.88
22/01 15:22:31,-30,0,0,                    ,226,-33.88
22/01 15:22:32,-30,0,0,                    ,226,-33.88
22/01 15:22:33,-30,0,0,                    ,227,-36.3
22/01 15:22:34,-30,0,0,                    ,227,-36.3
22/01 15:22:35,-30,0,0,                    ,228,-36.3
22/01 15:22:36,-30,0,0,                    ,228,-36.3
22/01 15:22:37,-30,0,0,                    ,228,-36.3
22/01 15:22:38,-30,0,0,                    ,228,-36.3
22/01 15:22:40,-30,0,0,                    ,228,-36.3
22/01 15:22:41,-30,0,0,                    ,228,-36.3
22/01 15:22:42,-30,0,0,                    ,228,-36.3
22/01 15:22:43,-30,0,0,                    ,231,-36.3
22/01 15:22:44,-30,0,0,                    ,231,-36.3
22/01 15:22:45,-30,0,0,                    ,231,-36.3
22/01 15:22:46,-30,0,0,                    ,231,-36.3
22/01 15:22:47,-30,0,0,                    ,232,-36.3
22/01 15:22:48,-30,0,0,                    ,232,-36.3
22/01 15:22:49,-31,0,0,                    ,233,-36.3
22/01 15:22:50,-31,0,0,                    ,233,-36.3
22/01 15:22:51,-31,0,0,                    ,233,-37.51
22/01 15:22:52,-31,0,0,                    ,233,-37.51
22/01 15:22:53,-31,0,0,                    ,233,-37.51
22/01 15:22:54,-28,0,0,                    ,235,-37.51
22/01 15:22:55,-28,0,0,                    ,235,-37.51
22/01 15:22:56,-28,0,0,                    ,236,-33.88
22/01 15:22:57,-28,0,0,                    ,236,-33.88
22/01 15:22:58,-28,0,0,                    ,236,-33.88
22/01 15:22:59,-28,0,0,                    ,236,-33.88
22/01 15:23:00,-28,0,0,                    ,238,-33.88
22/01 15:23:01,-28,0,0,                    ,238,-33.88
22/01 15:23:02,-28,0,0,                    ,238,-33.88
22/01 15:23:03,-28,0,0,                    ,238,-33.88
22/01 15:23:04,-28,0,0,                    ,238,-33.88
22/01 15:23:05,-28,0,0,                    ,238,-33.88
22/01 15:23:06,-28,0,0,                    ,238,-33.88
22/01 15:23:07,-30,0,0,                    ,240,-33.88
22/01 15:23:08,-30,0,0,                    ,240,-33.88
22/01 15:23:09,-30,0,0,                    ,241,-36.3
22/01 15:23:10,-30,0,0,                    ,241,-36.3
22/01 15:23:11,-30,0,0,                    ,241,-36.3
22/01 15:23:12,-30,0,0,                    ,241,-36.3
22/01 15:23:13,-30,0,0,                    ,241,-36.3
22/01 15:23:14,-30,0,0,                    ,243,-36.3
22/01 15:23:15,-30,0,0,                    ,243,-36.3
22/01 15:23:16,-30,0,0,                    ,243,-36.3
22/01 15:23:17,-30,0,0,                    ,243,-36.3
22/01 15:23:18,-30,0,0,                    ,245,-36.3
22/01 15:23:19,-30,0,0,                    ,245,-36.3
22/01 15:23:20,-28,0,0,                    ,246,-36.3
22/01 15:23:21,-28,0,0,                    ,246,-36.3
22/01 15:23:22,-28,0,0,                    ,246,-33.88
22/01 15:23:23,-28,0,0,                    ,246,-33.88
22/01 15:23:24,-28,0,0,                    ,246,-33.88
22/01 15:23:25,-28,0,0,                    ,246,-33.88
22/01 15:23:26,-28,0,0,                    ,246,-33.88
22/01 15:23:27,-30,0,0,                    ,248,-33.88
22/01 15:23:28,-30,0,0,                    ,248,-36.3
22/01 15:23:29,-30,0,0,                    ,249,-36.3
22/01 15:23:30,-30,0,0,                    ,249,-36.3
22/01 15:23:31,-30,0,0,                    ,249,-36.3
22/01 15:23:32,-30,0,0,                    ,249,-36.3
22/01 15:23:33,-31,0,0,                    ,251,-36.3
22/01 15:23:34,-31,0,0,                    ,251,-36.3
22/01 15:23:35,-31,0,0,                    ,251,-37.51
22/01 15:23:36,-31,0,0,                    ,251,-37.51
22/01 15:23:37,-31,0,0,                    ,251,-37.51
22/01 15:23:38,-30,0,0,                    ,253,-37.51
22/01 15:23:39,-30,0,0,                    ,253,-36.3
22/01 15:23:40,-40,0,0,                    ,254,-36.3
22/01 15:23:41,-40,0,0,                    ,254,-36.3
22/01 15:23:42,-40,0,0,                    ,254,-48.4
22/01 15:23:43,-40,0,0,                    ,254,-48.4
22/01 15:23:44,-40,0,0,                    ,254,-48.4
22/01 15:23:45,-40,0,0,                    ,254,-48.4
22/01 15:23:46,-40,0,0,                    ,254,-48.4
22/01 15:23:47,-34,0,0,                    ,256,-48.4
22/01 15:23:48,-34,0,0,                    ,256,-41.14
22/01 15:23:49,-34,0,0,                    ,256,-41.14
22/01 15:23:50,-34,0,0,                    ,256,-41.14
22/01 15:23:52,-34,0,0,                    ,258,-41.14
22/01 15:23:53,-34,0,0,                    ,258,-41.14
22/01 15:23:54,-34,0,0,                    ,259,-41.14
22/01 15:23:55,-34,0,0,                    ,259,-41.14
22/01 15:23:56,-34,0,0,                    ,259,-41.14
22/01 15:23:57,-34,0,0,                    ,259,-41.14
22/01 15:23:58,-34,0,0,                    ,259,-41.14
22/01 15:23:59,-34,0,0,                    ,259,-41.14
22/01 15:24:00,-34,0,0,                    ,259,-41.14
22/01 15:24:01,-30,0,0,                    ,261,-41.14
22/01 15:24:02,-30,0,0,                    ,261,-36.3
22/01 15:24:03,-30,0,0,                    ,263,-36.3
22/01 15:24:04,-30,0,0,                    ,263,-36.3
22/01 15:24:05,-30,0,0,                    ,264,-36.3
22/01 15:24:06,-30,0,0,                    ,264,-36.3
22/01 15:24:07,-30,0,0,                    ,264,-36.3
22/01 15:24:08,-30,0,0,                    ,264,-36.3
22/01 15:24:09,-30,0,0,                    ,264,-36.3
22/01 15:24:10,-30,0,0,                    ,264,-36.3
22/01 15:24:11,-30,0,0,                    ,264,-36.3
22/01 15:24:12,-30,0,0,                    ,266,-36.3
22/01 15:24:13,-30,0,0,                    ,266,-36.3
22/01 15:24:14,-30,0,0,                    ,266,-36.3
22/01 15:24:15,-30,0,0,                    ,266,-36.3
22/01 15:24:16,-35,0,0,                    ,268,-36.3
22/01 15:24:17,-35,0,0,                    ,268,-36.3
22/01 15:24:18,-30,0,0,                    ,269,-42.35
22/01 15:24:19,-30,0,0,                    ,269,-42.35
22/01 15:24:20,-30,0,0,                    ,269,-36.3
22/01 15:24:21,-30,0,0,                    ,269,-36.3
22/01 15:24:22,-30,0,0,                    ,271,-36.3
22/01 15:24:23,-30,0,0,                    ,271,-36.3
22/01 15:24:24,-30,0,0,                    ,271,-36.3
22/01 15:24:25,-30,0,0,                    ,271,-36.3
22/01 15:24:26,-30,0,0,                    ,271,-36.3
22/01 15:24:27,-34,0,0,                    ,272,-36.3
22/01 15:24:28,-34,0,0,                    ,272,-41.14
22/01 15:24:29,-34,0,0,                    ,272,-41.14
22/01 15:24:30,-34,0,0,                    ,272,-41.14
22/01 15:24:31,-30,0,0,                    ,274,-41.14
22/01 15:24:32,-30,0,0,                    ,274,-41.14
22/01 15:24:33,-30,0,0,                    ,274,-36.3
22/01 15:24:34,-30,0,0,                    ,274,-36.3
22/01 15:24:35,-30,0,0,                    ,276,-36.3
22/01 15:24:36,-30,0,0,                    ,276,-36.3
22/01 15:24:37,-30,0,0,                    ,277,-36.3
22/01 15:24:39,-30,0,0,                    ,277,-36.3
22/01 15:24:40,-30,0,0,                    ,277,-36.3
22/01 15:24:41,-30,0,0,                    ,277,-36.3
22/01 15:24:42,-30,0,0,                    ,277,-36.3
22/01 15:24:43,-30,0,0,                    ,278,-36.3
22/01 15:24:44,-30,0,0,                    ,278,-36.3
22/01 15:24:45,-30,0,0,                    ,279,-36.3
22/01 15:24:46,-30,0,0,                    ,279,-36.3
22/01 15:24:47,-30,0,0,                    ,279,-36.3
22/01 15:24:48,-30,0,0,                    ,279,-36.3
22/01 15:24:49,-34,0,0,                    ,281,-36.3
22/01 15:24:50,-34,0,0,                    ,281,-36.3
22/01 15:24:51,-34,0,0,                    ,282,-41.14
22/01 15:24:52,-34,0,0,                    ,282,-41.14
22/01 15:24:53,-34,0,0,                    ,282,-41.14
22/01 15:24:54,-34,0,0,                    ,282,-41.14
22/01 15:24:55,-34,0,0,                    ,282,-41.14
22/01 15:24:56,-30,0,0,                    ,284,-41.14
22/01 15:24:57,-30,0,0,                    ,284,-36.3
22/01 15:24:58,-30,0,0,                    ,284,-36.3
22/01 15:24:59,-30,0,0,                    ,284,-36.3
22/01 15:25:00,-30,0,0,                    ,284,-36.3
22/01 15:25:01,-30,0,0,                    ,284,-36.3
22/01 15:25:02,-30,0,0,                    ,286,-36.3
22/01 15:25:03,-30,0,0,                    ,286,-36.3
22/01 15:25:04,-30,0,0,                    ,287,-36.3
22/01 15:25:05,-30,0,0,                    ,287,-36.3
22/01 15:25:06,-30,0,0,                    ,287,-36.3
22/01 15:25:07,-30,0,0,                    ,287,-36.3
22/01 15:25:08,-35,0,0,                    ,289,-36.3
22/01 15:25:09,-35,0,0,                    ,289,-36.3
22/01 15:25:10,-35,0,0,                    ,289,-42.35
22/01 15:25:11,-35,0,0,                    ,289,-42.35
22/01 15:25:12,-35,0,0,                    ,289,-42.35
22/01 15:25:13,-35,0,0,                    ,289,-42.35
22/01 15:25:14,-35,0,0,                    ,289,-42.35
22/01 15:25:15,-30,0,0,                    ,291,-42.35
22/01 15:25:16,-30,0,0,                    ,291,-36.3
22/01 15:25:17,-30,0,0,                    ,292,-36.3
22/01 15:25:18,-30,0,0,                    ,292,-36.3
22/01 15:25:19,-30,0,0,                    ,292,-36.3
22/01 15:25:20,-30,0,0,                    ,292,-36.3
22/01 15:25:21,-34,0,0,                    ,294,-36.3
22/01 15:25:22,-34,0,0,                    ,294,-36.3
22/01 15:25:23,-34,0,0,                    ,295,-41.14
22/01 15:25:24,-34,0,0,                    ,295,-41.14
22/01 15:25:25,-34,0,0,                    ,295,-41.14
22/01 15:25:26,-34,0,0,                    ,295,-41.14
22/01 15:25:27,-34,0,0,                    ,296,-41.14
22/01 15:25:28,-34,0,0,                    ,296,-41.14
22/01 15:25:29,-30,0,0,                    ,297,-41.14
22/01 15:25:30,-30,0,0,                    ,297,-41.14
22/01 15:25:31,-30,0,0,                    ,297,-36.3
22/01 15:25:32,-30,0,0,                    ,297,-36.3
22/01 15:25:33,-30,0,0,                    ,297,-36.3
22/01 15:25:34,-30,0,0,                    ,299,-36.3
22/01 15:25:35,-30,0,0,                    ,299,-36.3
22/01 15:25:36,-30,0,0,                    ,300,-36.3
22/01 15:25:37,-30,0,0,                    ,300,-36.3
22/01 15:25:38,-30,0,0,                    ,300,-36.3
22/01 15:25:39,-30,0,0,                    ,300,-36.3
22/01 15:25:40,-35,0,0,                    ,302,-36.3
22/01 15:25:41,-35,0,0,                    ,302,-36.3
22/01 15:25:42,-35,0,0,                    ,302,-42.35
22/01 15:25:43,-35,0,0,                    ,302,-42.35
22/01 15:25:44,-35,0,0,                    ,302,-42.35
22/01 15:25:45,-35,0,0,                    ,302,-42.35
22/01 15:25:47,-30,0,0,                    ,304,-42.35
22/01 15:25:48,-30,0,0,                    ,304,-42.35
22/01 15:25:49,-30,0,0,                    ,304,-36.3
22/01 15:25:50,-30,0,0,                    ,305,-36.3
22/01 15:25:51,-30,0,0,                    ,305,-36.3
22/01 15:25:52,-30,0,0,                    ,305,-36.3
22/01 15:25:53,-30,0,0,                    ,305,-36.3
22/01 15:25:54,-46,0,0,                    ,307,-36.3
22/01 15:25:55,-46,0,0,                    ,307,-55.66
22/01 15:25:56,-46,0,0,                    ,307,-55.66
22/01 15:25:57,-46,0,0,                    ,307,-55.66
22/01 15:25:58,-37,0,0,                    ,309,-55.66
22/01 15:25:59,-37,0,0,                    ,309,-55.66
22/01 15:26:00,-19,0,0,                    ,310,-44.77
22/01 15:26:01,-19,0,0,                    ,310,-44.77
22/01 15:26:02,-19,0,0,                    ,310,-22.99
22/01 15:26:03,-19,0,0,                    ,310,-22.99
22/01 15:26:05,-19,0,0,                    ,310,-22.99
22/01 15:26:06,-30,0,0,                    ,312,-22.99
22/01 15:26:07,-30,0,0,                    ,312,-36.3
22/01 15:26:08,-30,0,0,                    ,312,-36.3
22/01 15:26:09,-30,0,0,                    ,312,-36.3
22/01 15:26:10,-30,0,0,                    ,312,-36.3
22/01 15:26:11,-30,0,0,                    ,312,-36.3
22/01 15:26:12,-28,0,0,                    ,314,-36.3
22/01 15:26:13,-28,0,0,                    ,314,-33.88
22/01 15:26:14,-28,0,0,                    ,315,-33.88
22/01 15:26:15,-28,0,0,                    ,315,-33.88
22/01 15:26:16,-28,0,0,                    ,315,-33.88
22/01 15:26:17,-28,0,0,                    ,315,-33.88
22/01 15:26:18,-28,0,0,                    ,315,-33.88
22/01 15:26:19,-28,0,0,                    ,315,-33.88
22/01 15:26:20,-28,0,0,                    ,317,-33.88
22/01 15:26:21,-28,0,0,                    ,317,-33.88
22/01 15:26:22,-28,0,0,                    ,317,-33.88
22/01 15:26:23,-28,0,0,                    ,317,-33.88
22/01 15:26:24,-28,0,0,                    ,317,-33.88
22/01 15:26:25,-26,0,0,                    ,319,-33.88
22/01 15:26:26,-26,0,0,                    ,319,-31.46
22/01 15:26:27,-29,0,0,                    ,320,-31.46
22/01 15:26:28,-29,0,0,                    ,320,-35.09
22/01 15:26:29,-29,0,0,                    ,320,-35.09
22/01 15:26:30,-29,0,0,                    ,320,-35.09
22/01 15:26:31,-30,0,0,                    ,322,-35.09
22/01 15:26:32,-30,0,0,                    ,322,-35.09
22/01 15:26:33,-30,0,0,                    ,323,-36.3
22/01 15:26:34,-30,0,0,                    ,323,-36.3
22/01 15:26:35,-30,0,0,                    ,323,-36.3
22/01 15:26:36,-30,0,0,                    ,323,-36.3
22/01 15:26:37,-30,0,0,                    ,323,-36.3
22/01 15:26:38,-24,0,0,                    ,325,-36.3
22/01 15:26:39,-24,0,0,                    ,325,-29.04
22/01 15:26:40,-24,0,0,                    ,325,-29.04
22/01 15:26:41,-24,0,0,                    ,325,-29.04
22/01 15:26:42,-24,0,0,                    ,325,-29.04
22/01 15:26:43,-24,0,0,                    ,325,-29.04
22/01 15:26:44,-29,0,0,                    ,327,-29.04
22/01 15:26:45,-29,0,0,                    ,327,-29.04
22/01 15:26:46,-24,0,0,                    ,328,-35.09
22/01 15:26:47,-24,0,0,                    ,328,-35.09
22/01 15:26:48,-24,0,0,                    ,328,-29.04
22/01 15:26:49,-24,0,0,                    ,328,-29.04
22/01 15:26:50,-24,0,0,                    ,328,-29.04
22/01 15:26:51,-24,0,0,                    ,330,-29.04
22/01 15:26:52,-24,0,0,                    ,330,-29.04
22/01 15:26:53,-24,0,0,                    ,330,-29.04
22/01 15:26:54,-24,0,0,                    ,330,-29.04
22/01 15:26:55,-24,0,0,                    ,330,-29.04
22/01 15:26:56,-24,0,0,                    ,330,-29.04
22/01 15:26:57,-24,0,0,                    ,332,-29.04
22/01 15:26:58,-24,0,0,                    ,332,-29.04
22/01 15:26:59,-24,0,0,                    ,333,-29.04
22/01 15:27:00,-24,0,0,                    ,333,-29.04
22/01 15:27:01,-24,0,0,                    ,333,-29.04
22/01 15:27:02,-24,0,0,                    ,333,-29.04
22/01 15:27:03,-24,0,0,                    ,333,-29.04
22/01 15:27:04,-29,0,0,                    ,335,-29.04
22/01 15:27:05,-29,0,0,                    ,335,-35.09
22/01 15:27:06,-29,0,0,                    ,336,-35.09
22/01 15:27:07,-29,0,0,                    ,336,-35.09
22/01 15:27:08,-29,0,0,                    ,337,-35.09
22/01 15:27:09,-29,0,0,                    ,337,-35.09
22/01 15:27:10,-29,0,0,                    ,338,-35.09
22/01 15:27:11,-29,0,0,                    ,338,-35.09
22/01 15:27:12,-29,0,0,                    ,338,-35.09
22/01 15:27:13,-29,0,0,                    ,338,-35.09
22/01 15:27:15,-29,0,0,                    ,338,-35.09
22/01 15:27:16,-29,0,0,                    ,340,-35.09
22/01 15:27:17,-29,0,0,                    ,340,-35.09
22/01 15:27:18,-29,0,0,                    ,340,-35.09
22/01 15:27:19,-29,0,0,                    ,340,-35.09
22/01 15:27:20,-24,0,0,                    ,341,-35.09
22/01 15:27:21,-24,0,0,                    ,341,-35.09
22/01 15:27:22,-24,0,0,                    ,341,-29.04
22/01 15:27:23,-24,0,0,                    ,341,-29.04
22/01 15:27:24,-28,0,0,                    ,343,-29.04
22/01 15:27:25,-28,0,0,                    ,343,-29.04
22/01 15:27:26,-28,0,0,                    ,343,-33.88
22/01 15:27:27,-28,0,0,                    ,343,-33.88
22/01 15:27:28,-28,0,0,                    ,343,-33.88
22/01 15:27:29,-24,0,0,                    ,345,-33.88
22/01 15:27:30,-24,0,0,                    ,345,-33.88
22/01 15:27:31,-24,0,0,                    ,346,-29.04
22/01 15:27:32,-24,0,0,                    ,346,-29.04
22/01 15:27:33,-24,0,0,                    ,346,-29.04
22/01 15:27:34,-24,0,0,                    ,346,-29.04
22/01 15:27:35,-24,0,0,                    ,346,-29.04
22/01 15:27:36,-29,0,0,                    ,348,-29.04
22/01 15:27:37,-29,0,0,                    ,348,-35.09
22/01 15:27:38,-29,0,0,                    ,348,-35.09
22/01 15:27:40,-29,0,0,                    ,348,-35.09
22/01 15:27:41,-29,0,0,                    ,348,-35.09
22/01 15:27:42,-29,0,0,                    ,348,-35.09
22/01 15:27:43,-29,0,0,                    ,350,-35.09
22/01 15:27:44,-29,0,0,                    ,350,-35.09
22/01 15:27:45,-29,0,0,                    ,351,-35.09
22/01 15:27:46,-29,0,0,                    ,351,-35.09
22/01 15:27:47,-29,0,0,                    ,351,-35.09
22/01 15:27:48,-29,0,0,                    ,351,-35.09
22/01 15:27:49,-29,0,0,                    ,353,-35.09
22/01 15:27:50,-29,0,0,                    ,353,-35.09
22/01 15:27:51,-29,0,0,                    ,353,-35.09
22/01 15:27:52,-29,0,0,                    ,353,-35.09
22/01 15:27:53,-29,0,0,                    ,353,-35.09
22/01 15:27:54,-24,0,0,                    ,355,-35.09
22/01 15:27:55,-24,0,0,                    ,355,-29.04
22/01 15:27:56,-28,0,0,                    ,356,-29.04
22/01 15:27:57,-28,0,0,                    ,356,-33.88
22/01 15:27:58,-28,0,0,                    ,356,-33.88
22/01 15:27:59,-28,0,0,                    ,356,-33.88
22/01 15:28:00,-29,0,0,                    ,357,-33.88
22/01 15:28:01,-29,0,0,                    ,357,-33.88
22/01 15:28:02,-24,0,0,                    ,358,-35.09
22/01 15:28:03,-24,0,0,                    ,358,-35.09
22/01 15:28:04,-24,0,0,                    ,358,-29.04
22/01 15:28:05,-24,0,0,                    ,358,-29.04
22/01 15:28:06,-24,0,0,                    ,358,-29.04
22/01 15:28:07,-24,0,0,                    ,358,-29.04
22/01 15:28:08,-24,0,0,                    ,358,-29.04
22/01 15:28:09,-29,0,0,                    ,361,-29.04
22/01 15:28:10,-29,0,0,                    ,361,-35.09
22/01 15:28:11,-29,0,0,                    ,361,-35.09
22/01 15:28:12,-29,0,0,                    ,361,-35.09
22/01 15:28:13,-29,0,0,                    ,361,-35.09
22/01 15:28:14,-29,0,0,                    ,361,-35.09
22/01 15:28:15,-24,0,0,                    ,364,-35.09
22/01 15:28:16,-24,0,0,                    ,364,-35.09
22/01 15:28:17,-24,0,0,                    ,364,-29.04
22/01 15:28:18,-24,0,0,                    ,364,-29.04
22/01 15:28:19,-24,0,0,                    ,364,-29.04
22/01 15:28:20,-24,0,0,                    ,364,-29.04
22/01 15:28:21,-24,0,0,                    ,364,-29.04
22/01 15:28:22,-29,0,0,                    ,366,-29.04
22/01 15:28:23,-29,0,0,                    ,366,-35.09
22/01 15:28:24,-29,0,0,                    ,366,-35.09
22/01 15:28:25,-29,0,0,                    ,366,-35.09
22/01 15:28:26,-24,0,0,                    ,368,-35.09
22/01 15:28:27,-24,0,0,                    ,368,-35.09
22/01 15:28:28,-28,0,0,                    ,369,-29.04
22/01 15:28:29,-28,0,0,                    ,369,-29.04
22/01 15:28:30,-28,0,0,                    ,369,-33.88
22/01 15:28:31,-28,0,0,                    ,369,-33.88
22/01 15:28:32,-28,0,0,                    ,369,-33.88
22/01 15:28:33,-24,0,0,                    ,371,-33.88
22/01 15:28:34,-24,0,0,                    ,371,-29.04
22/01 15:28:35,-24,0,0,                    ,371,-29.04
22/01 15:28:36,-24,0,0,                    ,371,-29.04
22/01 15:28:37,-24,0,0,                    ,373,-29.04
22/01 15:28:38,-24,0,0,                    ,373,-29.04
22/01 15:28:39,-24,0,0,                    ,373,-29.04
22/01 15:28:40,-24,0,0,                    ,373,-29.04
22/01 15:28:41,-24,0,0,                    ,373,-29.04
22/01 15:28:42,-29,0,0,                    ,374,-29.04
22/01 15:28:43,-29,0,0,                    ,374,-35.09
22/01 15:28:44,-29,0,0,                    ,374,-35.09
22/01 15:28:45,-29,0,0,                    ,374,-35.09
22/01 15:28:47,-33,0,0,                    ,376,-35.09
22/01 15:28:47,-33,0,0,                    ,376,-35.09
22/01 15:28:49,-33,0,0,                    ,376,-39.93
22/01 15:28:50,-33,0,0,                    ,376,-39.93
22/01 15:28:51,-30,0,0,                    ,378,-39.93
22/01 15:28:52,-30,0,0,                    ,378,-39.93
22/01 15:28:53,-30,0,0,                    ,378,-36.3
22/01 15:28:54,-33,0,0,                    ,379,-36.3
22/01 15:28:55,-33,0,0,                    ,379,-36.3
22/01 15:28:56,-33,0,0,                    ,379,-39.93
22/01 15:28:57,-33,0,0,                    ,379,-39.93
22/01 15:28:58,-33,0,0,                    ,381,-39.93
22/01 15:28:59,-33,0,0,                    ,381,-39.93
22/01 15:29:00,-33,0,0,                    ,381,-39.93
22/01 15:29:01,-33,0,0,                    ,381,-39.93
22/01 15:29:02,-33,0,0,                    ,381,-39.93
22/01 15:29:03,-33,0,0,                    ,381,-39.93
22/01 15:29:04,-33,0,0,                    ,381,-39.93
22/01 15:29:05,-32,0,0,                    ,383,-39.93
22/01 15:29:06,-32,0,0,                    ,383,-38.72
22/01 15:29:07,-36,0,0,                    ,384,-38.72
22/01 15:29:08,-36,0,0,                    ,384,-38.72
22/01 15:29:09,-36,0,0,                    ,384,-43.56
22/01 15:29:10,-36,0,0,                    ,384,-43.56
22/01 15:29:11,-36,0,0,                    ,384,-43.56
22/01 15:29:12,-36,0,0,                    ,386,-43.56
22/01 15:29:13,-36,0,0,                    ,386,-43.56
22/01 15:29:14,-36,0,0,                    ,386,-43.56
22/01 15:29:15,-36,0,0,                    ,386,-43.56
22/01 15:29:16,-36,0,0,                    ,386,-43.56
22/01 15:29:17,-36,0,0,                    ,386,-43.56
22/01 15:29:18,-37,0,0,                    ,389,-43.56
22/01 15:29:19,-37,0,0,                    ,389,-43.56
22/01 15:29:20,-37,0,0,                    ,389,-44.77
22/01 15:29:21,-37,0,0,                    ,389,-44.77
22/01 15:29:22,-37,0,0,                    ,389,-44.77
22/01 15:29:23,-29,0,0,                    ,391,-44.77
22/01 15:29:24,-29,0,0,                    ,391,-35.09
22/01 15:29:25,-29,0,0,                    ,391,-35.09
22/01 15:29:26,-29,0,0,                    ,391,-35.09
22/01 15:29:27,-32,0,0,                    ,392,-35.09
22/01 15:29:29,-32,0,0,                    ,392,-35.09
22/01 15:29:30,-33,0,0,                    ,393,-38.72
22/01 15:29:31,-33,0,0,                    ,393,-38.72
22/01 15:29:32,-33,0,0,                    ,394,-39.93
22/01 15:29:33,-33,0,0,                    ,394,-39.93
22/01 15:29:34,-33,0,0,                    ,394,-39.93
22/01 15:29:35,-33,0,0,                    ,394,-39.93
22/01 15:29:36,-33,0,0,                    ,394,-39.93
22/01 15:29:37,-33,0,0,                    ,396,-39.93
22/01 15:29:38,-33,0,0,                    ,396,-39.93
22/01 15:29:39,-36,0,0,                    ,397,-39.93
22/01 15:29:40,-36,0,0,                    ,397,-43.56
22/01 15:29:41,-36,0,0,                    ,397,-43.56
22/01 15:29:42,-36,0,0,                    ,397,-43.56
22/01 15:29:43,-36,0,0,                    ,399,-43.56
22/01 15:29:44,-36,0,0,                    ,399,-43.56
22/01 15:29:45,-36,0,0,                    ,399,-43.56
22/01 15:29:46,-36,0,0,                    ,399,-43.56
22/01 15:29:47,-36,0,0,                    ,399,-43.56
22/01 15:29:48,-37,0,0,                    ,401,-43.56
22/01 15:29:49,-37,0,0,                    ,401,-44.77
22/01 15:29:50,-37,0,0,                    ,402,-44.77
22/01 15:29:51,-37,0,0,                    ,402,-44.77
22/01 15:29:52,-37,0,0,                    ,402,-44.77
22/01 15:29:53,-37,0,0,                    ,402,-44.77
22/01 15:29:54,-37,0,0,                    ,402,-44.77
22/01 15:29:55,-37,0,0,                    ,402,-44.77
22/01 15:29:56,-29,0,0,                    ,404,-44.77
22/01 15:29:57,-29,0,0,                    ,404,-44.77
22/01 15:29:58,-29,0,0,                    ,404,-35.09
22/01 15:29:59,-29,0,0,                    ,404,-35.09
22/01 15:30:00,-29,0,0,                    ,404,-35.09
22/01 15:30:01,-32,0,0,                    ,406,-35.09
22/01 15:30:02,-32,0,0,                    ,406,-38.72
22/01 15:30:03,-32,0,0,                    ,407,-38.72
22/01 15:30:04,-32,0,0,                    ,407,-38.72
22/01 15:30:05,-32,0,0,                    ,407,-38.72
22/01 15:30:06,-32,0,0,                    ,407,-38.72
22/01 15:30:07,-32,0,0,                    ,407,-38.72
22/01 15:30:08,-32,0,0,                    ,407,-38.72
22/01 15:30:09,-32,0,0,                    ,407,-38.72
22/01 15:30:10,-32,0,0,                    ,410,-38.72
22/01 15:30:12,-32,0,0,                    ,410,-38.72
22/01 15:30:13,-32,0,0,                    ,410,-38.72
22/01 15:30:14,-32,0,0,                    ,410,-38.72
22/01 15:30:15,-32,0,0,                    ,411,-38.72
22/01 15:30:16,-32,0,0,                    ,411,-38.72
22/01 15:30:17,-30,0,0,                    ,412,-38.72
22/01 15:30:18,-30,0,0,                    ,412,-38.72
22/01 15:30:19,-30,0,0,                    ,412,-36.3
22/01 15:30:20,-30,0,0,                    ,412,-36.3
22/01 15:30:21,-30,0,0,                    ,412,-36.3
22/01 15:30:22,-32,0,0,                    ,414,-36.3
22/01 15:30:23,-32,0,0,                    ,415,-38.72
22/01 15:30:24,-32,0,0,                    ,415,-38.72
22/01 15:30:25,-32,0,0,                    ,415,-38.72
22/01 15:30:26,-32,0,0,                    ,415,-38.72
22/01 15:30:27,-32,0,0,                    ,415,-38.72
22/01 15:30:28,-30,0,0,                    ,416,-38.72
22/01 15:30:29,-30,0,0,                    ,416,-36.3
22/01 15:30:30,-31,0,0,                    ,417,-36.3
22/01 15:30:31,-31,0,0,                    ,417,-36.3
22/01 15:30:32,-31,0,0,                    ,417,-37.51
22/01 15:30:33,-31,0,0,                    ,417,-37.51
22/01 15:30:34,-32,0,0,                    ,419,-37.51
22/01 15:30:35,-32,0,0,                    ,419,-37.51
22/01 15:30:36,-32,0,0,                    ,420,-38.72
22/01 15:30:37,-32,0,0,                    ,420,-38.72
22/01 15:30:38,-32,0,0,                    ,420,-38.72
22/01 15:30:39,-32,0,0,                    ,420,-38.72
